target_gene,n_pseudobulk,median_log_expr_target_when_perturbed,median_log_expr_target_in_controls,log_fold_change_on_target,abs_log_fc,batch_drift_log_std,snr
EIF4E,43,0.125,2.0,-1.875,1.875,0.3429459628407126,5.46733364192095
FBXO5,39,0.3333333432674408,0.8333333134651184,-0.4999999701976776,0.4999999701976776,0.21070386933658766,2.372998520492073
SFSWAP,15,0.20000000298023224,1.0,-0.800000011920929,0.800000011920929,0.21556398121681317,3.711195197848443
SUPT5H,42,0.09545454382896423,1.0,-0.9045454263687134,0.9045454263687134,0.17403102171135043,5.1976102735810015
EIF4G1,46,0.8541666269302368,3.845238208770752,-2.9910717010498047,2.9910717010498047,0.7363132865775996,4.062226983506398
RPA1,45,0.3333333432674408,0.625,-0.2916666567325592,0.2916666567325592,0.18307970208015562,1.5931130180934108
BRF1,11,0.0,0.0,0.0,0.0,0.04244251164195379,0.0
NUP205,48,0.7071428298950195,1.0,-0.29285717010498047,0.29285717010498047,0.23349446526013126,1.2542360255893623
PRPF40A,7,0.800000011920929,4.599999904632568,-3.799999952316284,3.799999952316284,0.8738791948836018,4.3484270761503065
HSPA9,46,0.8444444537162781,7.333333492279053,-6.488889217376709,6.488889217376709,1.1923201135477053,5.442237486096963
SLU7,26,0.0555555559694767,0.5714285969734192,-0.5158730149269104,0.5158730149269104,0.13706994235217837,3.7635750484337454
NOP16,10,0.0,1.4285714626312256,-1.4285714626312256,1.4285714626312256,0.35789459855924305,3.991598276090638
PMPCA,7,0.2222222238779068,1.399999976158142,-1.1777777671813965,1.1777777671813965,0.2677072633643277,4.399498737464352
NSUN4,8,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.16744045687693776,2.3889089496121536
POLA1,27,0.1428571492433548,0.4000000059604645,-0.2571428418159485,0.2571428418159485,0.13739331593791757,1.8715818892684768
MRPS28,14,0.0,0.800000011920929,-0.800000011920929,0.800000011920929,0.1903031034780802,4.203820102245867
SLC7A5,42,0.1111111119389534,0.5,-0.3888888955116272,0.3888888955116272,0.12832569299536686,3.03048350205027
RPS27,11,4.599999904632568,30.0,-25.399999618530273,25.399999618530273,6.132226157868534,4.142051999490984
U2SURP,38,0.3095238208770752,4.199999809265137,-3.8904759883880615,3.8904759883880615,0.6922150761955923,5.620328308609055
GFER,22,0.1428571492433548,0.6666666865348816,-0.523809552192688,0.523809552192688,0.17970305247739585,2.9148617398058723
C1QBP,25,1.2000000476837158,9.73214340209961,-8.532143592834473,8.532143592834473,1.7303626128279752,4.930841391036631
ZMAT2,41,0.1666666716337204,1.1666666269302368,-0.9999999403953552,0.9999999403953552,0.2794021114623444,3.5790708064499626
RSL24D1,12,0.612500011920929,2.7142856121063232,-2.101785659790039,2.101785659790039,0.5230677131046246,4.01819039319989
PMPCB,47,0.1428571492433548,0.800000011920929,-0.6571428775787354,0.6571428775787354,0.17883417528365933,3.674593385388462
RPS13,12,2.200000047683716,26.0,-23.799999237060547,23.799999237060547,4.161062254452254,5.71969314123936
SNRNP200,14,0.9375,2.4642858505249023,-1.5267858505249023,1.5267858505249023,0.4523218359759616,3.375441398336654
BCAS2,29,0.1666666716337204,1.2000000476837158,-1.033333420753479,1.033333420753479,0.2512838911804857,4.112215136032269
RAD51,27,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.08585781874011662,2.3294326121376674
SLC39A9,48,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.06515626653217735,2.557953064290635
SLC1A5,43,0.2857142984867096,1.6666666269302368,-1.3809523582458496,1.3809523582458496,0.29669755372467915,4.654411001741208
PCF11,48,0.25,0.6000000238418579,-0.3500000238418579,0.3500000238418579,0.12819148647133444,2.730290703978405
SAE1,6,0.0,1.399999976158142,-1.399999976158142,1.399999976158142,0.2372674305930434,5.900514759479971
PSMA3,41,1.3333333730697632,3.4000000953674316,-2.066666603088379,2.066666603088379,0.5965601524428316,3.4643054763642263
MAK16,23,0.10000000149011612,1.0,-0.8999999761581421,0.8999999761581421,0.21668782442529932,4.153440455388424
GRPEL1,7,0.20000000298023224,1.0,-0.800000011920929,0.800000011920929,0.22864451279419742,3.498881307687483
SACM1L,19,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.11484403635506481,3.4829845645948843
EIF3A,42,1.6124999523162842,6.166666507720947,-4.554166793823242,4.554166793823242,0.9530535582979315,4.778500383500563
RPL37,46,13.418182373046875,38.33333206176758,-24.915149688720703,24.915149688720703,7.18949579624458,3.4654933245437167
RSL1D1,8,1.100000023841858,6.612500190734863,-5.512500286102295,5.512500286102295,0.9921113253217331,5.556332384689429
PHF5A,25,0.1111111119389534,0.5714285969734192,-0.4603174924850464,0.4603174924850464,0.1285043329007001,3.582116509960409
NUF2,46,0.2142857164144516,0.6666666865348816,-0.4523809552192688,0.4523809552192688,0.17184964143240247,2.632423038236097
NIP7,35,0.20000000298023224,1.6666666269302368,-1.466666579246521,1.466666579246521,0.2733999497134502,5.364545899820868
BUB3,43,0.5454545617103577,2.142857074737549,-1.597402572631836,1.597402572631836,0.4066298110148548,3.9283951381849875
PSMC2,43,0.5714285969734192,1.600000023841858,-1.028571367263794,1.028571367263794,0.2522548182354535,4.077509299757875
CSE1L,44,0.16025641560554504,1.7071428298950195,-1.5468864440917969,1.5468864440917969,0.2394629157391265,6.459816290623437
ACTR2,22,0.21111111342906952,2.8333332538604736,-2.6222221851348877,2.6222221851348877,0.5011088581001543,5.232839417519928
RNF14,25,0.0,0.375,-0.375,0.375,0.09400538758875657,3.9891330658675095
RPS24,29,6.599999904632568,35.400001525878906,-28.80000114440918,28.80000114440918,6.184683950980088,4.656664976363948
RPS19,44,5.662393093109131,53.81666564941406,-48.154273986816406,48.154273986816406,9.737301185687045,4.94534091824117
SUPT6H,35,0.125,1.0,-0.875,0.875,0.24821253718499392,3.5252046891888407
ARGLU1,45,0.5454545617103577,3.2857143878936768,-2.740259885787964,2.740259885787964,0.5883677846857712,4.657392802788227
TRNT1,19,0.125,0.8333333134651184,-0.7083333134651184,0.7083333134651184,0.1978705279215919,3.579781794213448
PDCD6IP,27,0.1818181872367859,1.625,-1.4431817531585693,1.4431817531585693,0.41269201132037514,3.496994643877948
KRR1,45,0.10000000149011612,1.3693182468414307,-1.2693182229995728,1.2693182229995728,0.23809747182467808,5.331086522137577
INTS8,41,0.0,0.38749998807907104,-0.38749998807907104,0.38749998807907104,0.10338206097892198,3.748232376196063
DYNC1I2,40,0.3333333432674408,1.0,-0.6666666269302368,0.6666666269302368,0.1812510358966235,3.6781396786635194
HSPA5,45,2.222222328186035,4.9375,-2.715277671813965,2.715277671813965,1.4784772959739028,1.8365366037125086
PSME2,8,0.0714285746216774,2.0,-1.9285714626312256,1.9285714626312256,0.4478303676110286,4.306477635537039
MFAP1,16,0.1428571492433548,0.800000011920929,-0.6571428775787354,0.6571428775787354,0.15585156609017684,4.216466308708812
SRP72,24,0.1547619104385376,3.5,-3.345238208770752,3.345238208770752,0.517382718743149,6.465693745815797
NELFCD,18,0.1180555522441864,1.2000000476837158,-1.081944465637207,1.081944465637207,0.2716258492676053,3.983216135557398
PSMB7,44,1.8333332538604736,4.0,-2.1666667461395264,2.1666667461395264,0.8313519223726443,2.606196831729153
SRSF11,48,2.894444465637207,3.799999952316284,-0.9055554866790771,0.9055554866790771,0.6255201371637812,1.4476839878968977
TSR2,46,0.0625,0.4000000059604645,-0.3375000059604645,0.3375000059604645,0.11637459532567522,2.9001175472702445
DNMT1,11,0.1428571492433548,2.5999999046325684,-2.4571428298950195,2.4571428298950195,0.4254107439681967,5.775930356095363
NCBP2,48,0.2857142984867096,1.0,-0.7142857313156128,0.7142857313156128,0.20548968768078646,3.476017406893939
SNAPC3,24,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.08593527248211626,1.9394442679914108
COG2,37,0.0,0.375,-0.375,0.375,0.09922022681627195,3.779471303713051
ABCB7,19,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.12357727851807566,3.236841033863328
SFPQ,32,3.6875,9.166666984558105,-5.4791669845581055,5.4791669845581055,1.427056334640325,3.839488919643157
MRPL18,20,0.38749998807907104,2.3333332538604736,-1.9458332061767578,1.9458332061767578,0.4484164846180342,4.3393436078386785
CDK11A,32,0.1428571492433548,0.20000000298023224,-0.05714285373687744,0.05714285373687744,0.0908775643184904,0.628789450569054
VHL,12,0.125,0.6000000238418579,-0.4750000238418579,0.4750000238418579,0.1564211833750467,3.03667325353858
RPS3,32,2.7166666984558105,61.16666793823242,-58.45000076293945,58.45000076293945,10.213589640617519,5.722767686934946
DONSON,47,0.0625,0.5,-0.4375,0.4375,0.1411311927909227,3.099952543079046
KANSL3,16,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.07136791579919947,2.8023797632391503
DNM1L,13,0.1666666716337204,1.0,-0.8333333134651184,0.8333333134651184,0.22731484391988607,3.665987223248892
DNAJA1,26,1.0625,6.845238208770752,-5.782738208770752,5.782738208770752,1.066894789957995,5.420157885482246
WDR33,4,0.10000000149011612,1.125,-1.024999976158142,1.024999976158142,0.23674445821546963,4.3295627018447576
DSN1,28,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.09521164630805737,4.201166784431645
GTF3C5,11,0.0,0.75,-0.75,0.75,0.17515558595608677,4.281907401959949
RPF1,8,0.0,0.8333333134651184,-0.8333333134651184,0.8333333134651184,0.20611768290654167,4.042997678384393
GEMIN7,9,0.0,0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.15842561353753296,3.787266531239979
PPP1R12A,14,0.41428571939468384,1.2000000476837158,-0.785714328289032,0.785714328289032,0.2564922305950225,3.0633065433065774
DPH2,11,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.10905296440760123,3.6679425280490916
CRNKL1,27,0.20000000298023224,0.4000000059604645,-0.20000000298023224,0.20000000298023224,0.11548120300629738,1.7318836119963688
RPS29,44,8.071428298950195,17.9375,-9.866071701049805,9.866071701049805,3.6359022682532833,2.713513998215784
HUS1,19,0.0,0.1428571492433548,-0.1428571492433548,0.1428571492433548,0.06355570590159562,2.2477470309989624
GARS,27,0.7777777910232544,2.200000047683716,-1.4222222566604614,1.4222222566604614,0.3469313385958431,4.099434379196502
CNOT1,32,0.20000000298023224,1.2000000476837158,-1.0,1.0,0.20151833229960922,4.962327687950697
TUBGCP6,12,0.0,0.0,0.0,0.0,0.04359865601978508,0.0
KIAA1143,20,0.0555555559694767,0.800000011920929,-0.7444444298744202,0.7444444298744202,0.184679689330447,4.031003260690932
SART1,36,0.22499999403953552,0.4285714328289032,-0.20357143878936768,0.20357143878936768,0.12034949523933486,1.6915022234578736
VCP,23,1.7142857313156128,2.200000047683716,-0.485714316368103,0.485714316368103,0.37320742635471815,1.3014594085447049
MRPS23,7,0.0,2.4365079402923584,-2.4365079402923584,2.4365079402923584,0.5443311094956114,4.4761504492184505
NUP54,34,0.0,0.8333333134651184,-0.8333333134651184,0.8333333134651184,0.17206123761905923,4.843236774282101
POLR2B,38,0.375,1.5714285373687744,-1.1964285373687744,1.1964285373687744,0.3201000244526274,3.7376708715179667
PPP2CA,15,0.2857142984867096,1.7999999523162842,-1.514285683631897,1.514285683631897,0.28911645446050876,5.237632311372778
CEP85,6,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.09737081558355065,4.108007143241373
SSRP1,45,0.6666666865348816,3.5999999046325684,-2.933333158493042,2.933333158493042,0.5876298679815882,4.991804056129002
SOD1,13,0.20000000298023224,6.0,-5.800000190734863,5.800000190734863,1.194587480682265,4.855232692897726
NDUFB4,15,0.10000000149011612,2.25,-2.1500000953674316,2.1500000953674316,0.43132632494805945,4.984625261688667
SON,46,2.0205881595611572,4.400000095367432,-2.3794119358062744,2.3794119358062744,0.6436909401461418,3.6965130117662666
TCERG1,4,0.18333333730697632,1.7999999523162842,-1.616666555404663,1.616666555404663,0.2641521863972191,6.120208874491764
SDE2,13,0.1666666716337204,0.6000000238418579,-0.4333333373069763,0.4333333373069763,0.18052924841780174,2.4003497555371527
PSMD7,41,1.5,3.5,-2.0,2.0,0.6554714331285536,3.051238999774613
UTP15,12,0.1339285671710968,0.4285714328289032,-0.2946428656578064,0.2946428656578064,0.1257873931075955,2.3423878846568984
METTL1,18,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.07808039943149696,2.561462344409498
BDP1,37,0.20000000298023224,1.399999976158142,-1.1999999284744263,1.1999999284744263,0.2901887468054801,4.135239362947497
MZT1,42,0.1818181872367859,2.0,-1.8181817531585693,1.8181817531585693,0.3341026546730974,5.441985353087267
NRDE2,46,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.07244302169390353,2.3006587485809735
COPA,26,0.7571429014205933,1.0,-0.24285709857940674,0.24285709857940674,0.22384540357031385,1.0849322555024945
SRPRB,15,0.0,0.8571428656578064,-0.8571428656578064,0.8571428656578064,0.16564188171632324,5.174674766891029
RPL17,11,2.142857074737549,28.866071701049805,-26.723215103149414,26.723215103149414,4.989935456220683,5.355422998474865
SETD2,3,0.4000000059604645,1.625,-1.225000023841858,1.225000023841858,0.4419694667367228,2.7716847339854342
RFT1,7,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.07222150329356268,2.7692583767923153
LSM6,47,0.0833333358168602,1.0,-0.9166666865348816,0.9166666865348816,0.2474866197538219,3.7039040229597124
SLC25A10,34,0.20000000298023224,0.20000000298023224,0.0,0.0,0.09646490104978236,0.0
RTCB,14,0.0833333358168602,1.25,-1.1666666269302368,1.1666666269302368,0.23146416329964478,5.040376921847354
CS,23,0.0833333358168602,1.0,-0.9166666865348816,0.9166666865348816,0.21157931227935525,4.332496767569486
RPS11,31,6.199999809265137,27.66666603088379,-21.46666717529297,21.46666717529297,5.558557001401553,3.8619136531082243
RPL21,29,10.800000190734863,33.0,-22.200000762939453,22.200000762939453,6.354655991448349,3.49350158258994
PHAX,34,0.1339285671710968,0.6666666865348816,-0.5327380895614624,0.5327380895614624,0.16138313607621282,3.3010765716554054
LSM2,41,0.6666666865348816,3.4772727489471436,-2.810606002807617,2.810606002807617,0.5501327786745137,5.108959349012928
NXF1,26,0.20000000298023224,0.20000000298023224,0.0,0.0,0.07955203151949433,0.0
SNRPG,43,1.6363636255264282,6.857142925262451,-5.2207794189453125,5.2207794189453125,1.3925733596473908,3.7490157217047795
RPS28,38,6.449999809265137,29.514286041259766,-23.064285278320312,23.064285278320312,6.0689212303324815,3.8003929204163938
PRPF6,27,0.3333333432674408,0.8452380895614624,-0.5119047164916992,0.5119047164916992,0.16742451958177473,3.057525371853738
TRRAP,43,0.09090909361839294,0.3333333432674408,-0.24242424964904785,0.24242424964904785,0.08177849999926766,2.964400785673726
CNN2,20,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.11453058151776985,3.4925170261045344
STAT5A,20,0.0714285746216774,0.800000011920929,-0.7285714149475098,0.7285714149475098,0.13544531426753592,5.379081726728561
FOXL2,14,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.14031320579616596,2.850765212659651
MKRN1,11,0.375,0.5714285969734192,-0.1964285969734192,0.1964285969734192,0.12451806823321264,1.5775107963088837
UBE2N,15,0.5714285969734192,3.0,-2.4285714626312256,2.4285714626312256,0.584014085591858,4.158412481044932
AAAS,23,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.10406645806848107,3.8436977041848004
STARD7,6,0.10000000149011612,1.7999999523162842,-1.6999999284744263,1.6999999284744263,0.32083905588791317,5.298606566989557
IARS2,23,0.1666666716337204,1.6363636255264282,-1.4696969985961914,1.4696969985961914,0.35996898537547317,4.082843406809598
MED7,36,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.06001201504014449,3.3326660144046834
UBE2H,15,0.0,0.3333333432674408,-0.3333333432674408,0.3333333432674408,0.1308829722142636,2.546804505033346
CDK1,37,0.6000000238418579,1.9375,-1.337499976158142,1.337499976158142,0.44268832394911667,3.021312973033995
GTF2H1,46,0.02777777798473835,0.4000000059604645,-0.3722222149372101,0.3722222149372101,0.11274761219278572,3.301375591890603
GAB2,48,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.06370668786097577,2.616156595637644
MAGOH,25,0.699999988079071,2.4000000953674316,-1.7000000476837158,1.7000000476837158,0.5489508632786316,3.096816420927723
CHEK1,36,0.5,1.2000000476837158,-0.7000000476837158,0.7000000476837158,0.24228289377226148,2.889184773984475
RTTN,8,0.1666666716337204,0.1428571492433548,0.0238095223903656,0.0238095223903656,0.060140655972375175,0.39589728454744816
NSRP1,27,0.20000000298023224,0.800000011920929,-0.6000000238418579,0.6000000238418579,0.1950865596870638,3.075557971827026
DNTTIP2,31,0.1428571492433548,1.399999976158142,-1.2571427822113037,1.2571427822113037,0.28002474314676296,4.4893989298382335
EIF2B2,37,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.09500038452155858,2.10525466804659
RARS2,13,0.0,0.625,-0.625,0.625,0.1489256530066261,4.196724925370594
COPS4,29,0.0,0.800000011920929,-0.800000011920929,0.800000011920929,0.16737817172651553,4.779595831815358
BCR,47,0.1428571492433548,0.20000000298023224,-0.05714285373687744,0.05714285373687744,0.09341683807543257,0.6116975795170408
NOL11,31,0.2857142984867096,1.7999999523162842,-1.514285683631897,1.514285683631897,0.3185434489551817,4.753780649386242
SNRNP40,20,0.20000000298023224,2.4000000953674316,-2.200000047683716,2.200000047683716,0.5154904770944689,4.2677801927280665
EIF3H,41,0.4615384638309479,4.599999904632568,-4.138461589813232,4.138461589813232,0.75661778325933,5.469685859068393
MYCBP,25,0.20000000298023224,1.7999999523162842,-1.5999999046325684,1.5999999046325684,0.32632924309538025,4.903023368227275
SUGP1,10,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.05877060977540786,2.8358846755314913
PRPF4,3,0.20000000298023224,0.875,-0.675000011920929,0.675000011920929,0.18453351505159438,3.6578721850727405
SF3A2,25,0.20000000298023224,0.800000011920929,-0.6000000238418579,0.6000000238418579,0.1784088045909374,3.3630628556564863
CDIPT,25,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.08022854870162553,2.4928782362004758
FBL,6,0.17142857611179352,4.0,-3.828571319580078,3.828571319580078,0.715533455067626,5.35065312804729
ZNF468,21,0.0,0.1111111119389534,-0.1111111119389534,0.1111111119389534,0.03647568123577749,3.0461696169767243
CDC27,45,0.5,1.0,-0.5,0.5,0.2024964435835406,2.469179167552754
HNRNPR,8,0.800000011920929,5.599999904632568,-4.799999713897705,4.799999713897705,0.8616028529768147,5.571011861571529
DHFR,5,1.7142857313156128,2.0,-0.2857142686843872,0.2857142686843872,0.3516686252019974,0.8124531112784764
ACTR1B,18,0.0,0.1666666716337204,-0.1666666716337204,0.1666666716337204,0.08056484805488175,2.0687269405657545
WDR61,4,0.0833333358168602,0.8571428656578064,-0.773809552192688,0.773809552192688,0.23639436739806532,3.2733840518698454
MRPL1,10,0.1547619104385376,1.0,-0.8452380895614624,0.8452380895614624,0.22882227235885907,3.693862843193368
ANKRD11,30,0.6333333253860474,2.0,-1.3666666746139526,1.3666666746139526,0.35003625239391206,3.9043575208775207
UQCRC1,23,2.1666667461395264,2.4000000953674316,-0.23333334922790527,0.23333334922790527,0.4770578081291245,0.4891091713663961
CCDC86,31,0.0,0.7749999761581421,-0.7749999761581421,0.7749999761581421,0.1678259335462408,4.617879726821884
LIMS1,33,1.5555555820465088,2.0,-0.4444444179534912,0.4444444179534912,0.3805143125465695,1.1680097260443985
NACA,40,3.368055582046509,23.5,-20.13194465637207,20.13194465637207,4.2991550073412155,4.682767804834872
GTF2H4,5,0.0,0.3333333432674408,-0.3333333432674408,0.3333333432674408,0.11187867280559964,2.979418104526863
SRP9,15,0.6000000238418579,5.666666507720947,-5.066666603088379,5.066666603088379,0.8756813087545342,5.785970937640096
TSEN34,31,0.2857142984867096,0.5555555820465088,-0.2698412835597992,0.2698412835597992,0.16589775334408977,1.626551765291959
ICE1,44,0.3333333432674408,1.0,-0.6666666269302368,0.6666666269302368,0.22058047362381167,3.0223283864518375
POLE,14,0.0,0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.1435422508990537,4.179954125589188
NKAP,5,0.0,0.800000011920929,-0.800000011920929,0.800000011920929,0.18884107535408018,4.236366534245346
RPA3,23,0.20000000298023224,1.5,-1.2999999523162842,1.2999999523162842,0.29814751919104016,4.360257485433913
MAD2L1,11,0.5,2.5999999046325684,-2.0999999046325684,2.0999999046325684,0.4515446705912938,4.650702447407112
RBM14,26,0.1180555522441864,0.6000000238418579,-0.4819444715976715,0.4819444715976715,0.17067753002423866,2.8237136518745523
THAP1,3,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.08028804646678321,2.491030879210348
LSM5,10,1.2999999523162842,4.5,-3.200000047683716,3.200000047683716,0.8221049146034535,3.892447290899912
TRMT10C,5,0.20000000298023224,2.5999999046325684,-2.3999998569488525,2.3999998569488525,0.49666646710551915,4.832216418667462
EIF2B5,47,0.1111111119389534,0.7888889312744141,-0.6777778267860413,0.6777778267860413,0.1715677141211231,3.9504975062356125
LTV1,41,0.1818181872367859,1.2000000476837158,-1.0181818008422852,1.0181818008422852,0.2786022326118594,3.654607471365051
YRDC,5,1.0,2.211111068725586,-1.211111068725586,1.211111068725586,0.45710492223071014,2.6495253273914945
PSMB4,3,1.1666666269302368,2.5999999046325684,-1.4333332777023315,1.4333332777023315,0.5299301200518929,2.704759030420792
JMJD6,19,0.0,0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.10026306001438136,3.9895052664769057
VPS29,14,0.1666666716337204,2.0,-1.8333333730697632,1.8333333730697632,0.35064754546056104,5.228422091652619
ELP2,16,0.0,0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.16708865694623434,3.5909081729882204
C9orf16,21,0.20000000298023224,4.0,-3.799999952316284,3.799999952316284,0.8384765163823,4.532029076630322
COPG1,19,0.3333333432674408,0.375,-0.041666656732559204,0.041666656732559204,0.10209877856275565,0.40810142216293543
KPNB1,40,2.816666603088379,5.833333492279053,-3.016666889190674,3.016666889190674,0.8429890569965817,3.5785362385824024
SDAD1,23,0.1428571492433548,1.1666666269302368,-1.0238094329833984,1.0238094329833984,0.2406843970120447,4.2537424348789985
DDX55,12,0.0,0.625,-0.625,0.625,0.15687311516539565,3.9841116136505943
RPL7,35,8.181818008422852,34.81666564941406,-26.63484764099121,26.63484764099121,5.9854160062471085,4.449957632550827
TIMM23B,44,0.0,0.1428571492433548,-0.1428571492433548,0.1428571492433548,0.0668068668029089,2.1383602626479488
SF3A1,31,0.8333333134651184,1.2000000476837158,-0.3666667342185974,0.3666667342185974,0.23880672009448253,1.5354121277388164
RAB4A,36,0.0416666679084301,0.800000011920929,-0.7583333253860474,0.7583333253860474,0.15188543203552618,4.992798290284169
LSG1,4,0.10000000149011612,0.6000000238418579,-0.5,0.5,0.1486712502539991,3.3631250100188788
ABCE1,27,0.800000011920929,3.0,-2.200000047683716,2.200000047683716,0.5073627611520364,4.33614805053551
CHMP6,48,0.0,0.1428571492433548,-0.1428571492433548,0.1428571492433548,0.06498322553839811,2.1983696263113557
BRIX1,7,0.800000011920929,2.875,-2.075000047683716,2.075000047683716,0.45098917500670543,4.600997457761296
MRPL39,11,0.1666666716337204,1.0,-0.8333333134651184,0.8333333134651184,0.19189512791334393,4.342649667694718
MED19,48,0.0,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.07812679340686432,2.5599412731389535
MED6,31,0.0,0.5,-0.5,0.5,0.12749467921089047,3.921732287925083
WDR4,41,0.0,0.6666666865348816,-0.6666666865348816,0.6666666865348816,0.1448179285064575,4.603481719496869
